miRNA	gene	support type	label	split	hist	num_miRNA_disease	num_gene_disease
hsa-miR-1180	PRRG2	miRWalk	0	train	[0.4, 0.5666666666666667, 0.03333333333333333, 0.0, 0.0]	10	3
hsa-miR-4718	ATP2C1	miRWalk	0	train	[0.17777777777777778, 0.7777777777777778, 0.03333333333333333, 0.011111111111111112, 0.0]	2	45
hsa-miR-6827	IL24	miRWalk	0	train	[0.3069306930693069, 0.6287128712871287, 0.054455445544554455, 0.0049504950495049506, 0.0049504950495049506]	1	202
hsa-miR-6852	CSRP1	miRWalk	0	train	[0.19791666666666666, 0.5833333333333334, 0.1875, 0.03125, 0.0]	3	32
hsa-miR-499a	WDCP	miRWalk	0	train	[0.5, 0.4697802197802198, 0.024725274725274724, 0.0027472527472527475, 0.0027472527472527475]	52	7
hsa-miR-4757	SLC1A7	miRWalk	0	train	[0.5294117647058824, 0.29411764705882354, 0.0, 0.17647058823529413, 0.0]	1	17
hsa-miR-517a	STYX	miRWalk	0	train	[0.3055555555555556, 0.6111111111111112, 0.08333333333333333, 0.0, 0.0]	9	8
hsa-miR-4649	SHC3	miRWalk	0	train	[0.37777777777777777, 0.5638888888888889, 0.05555555555555555, 0.002777777777777778, 0.0]	5	72
hsa-miR-875	EML6	miRWalk	0	train	[0.46853146853146854, 0.5314685314685315, 0.0, 0.0, 0.0]	11	13
hsa-miR-1237	ZNF257	miRWalk	0	train	[0.125, 0.625, 0.25, 0.0, 0.0]	4	2
hsa-miR-3125	CTF1	miRWalk	0	train	[0.45, 0.5333333333333333, 0.016666666666666666, 0.0, 0.0]	2	60
hsa-miR-4715	TRAPPC4	miRWalk	0	train	[0.5394736842105263, 0.4342105263157895, 0.013157894736842105, 0.013157894736842105, 0.0]	4	19
hsa-miR-4263	ATP11B	miRWalk	0	train	[0.2222222222222222, 0.7777777777777778, 0.0, 0.0, 0.0]	1	9
hsa-miR-4632	ZNF101	miRWalk	0	train	[0.35714285714285715, 0.6071428571428571, 0.0, 0.03571428571428571, 0.0]	4	7
hsa-miR-4676	GOLGA7B	miRWalk	0	train	[0.5, 0.5, 0.0, 0.0, 0.0]	2	1
hsa-miR-494	PMS1	miRWalk	0	train	[0.4031620553359684, 0.5550395256916996, 0.03616600790513834, 0.00424901185770751, 0.001383399209486166]	88	115
hsa-miR-1269a	ATP13A4	miRWalk	0	train	[0.5555555555555556, 0.42592592592592593, 0.018518518518518517, 0.0, 0.0]	9	6
hsa-miR-6856	IPO9	miRWalk	0	train	[0.6785714285714286, 0.2857142857142857, 0.03571428571428571, 0.0, 0.0]	2	14
hsa-miR-483	CERS5	miRWalk	0	train	[0.3624031007751938, 0.5949612403100775, 0.041666666666666664, 0.0, 0.0009689922480620155]	86	12
hsa-miR-12129	GTF2H3	miRWalk	0	train	[0.4878048780487805, 0.4634146341463415, 0.04878048780487805, 0.0, 0.0]	1	41
hsa-miR-4319	ZNF827	miRDB;miRWalk	0	train	[0.34615384615384615, 0.5979020979020979, 0.045454545454545456, 0.006993006993006993, 0.0034965034965034965]	13	22
hsa-miR-4999	PCYT2	miRWalk	0	train	[0.5769230769230769, 0.34615384615384615, 0.07692307692307693, 0.0, 0.0]	2	13
hsa-miR-655	DNAJB12	miRWalk	0	train	[0.75, 0.25, 0.0, 0.0, 0.0]	26	2
hsa-miR-584	SUSD2	miRWalk	0	train	[0.23798076923076922, 0.6574519230769231, 0.08173076923076923, 0.020432692307692308, 0.002403846153846154]	32	26
hsa-miR-6820	SSTR2	miRWalk	0	train	[0.3825503355704698, 0.40268456375838924, 0.18791946308724833, 0.020134228187919462, 0.006711409395973154]	1	149
hsa-miR-1231	RAP1A	miRWalk	0	train	[0.41188630490956074, 0.5279069767441861, 0.05219638242894057, 0.006459948320413436, 0.0015503875968992248]	18	215
hsa-miR-4521	ATRNL1	miRDB;miRWalk	0	train	[0.40550807217473883, 0.5327635327635327, 0.052231718898385564, 0.007597340930674264, 0.001899335232668566]	9	117
hsa-miR-506	NAA10	miRWalk	0	train	[0.4476154356689106, 0.5282070731013558, 0.021427894187920737, 0.0021807148952308715, 0.0005688821465819664]	53	199
hsa-miR-4437	ZRANB1	miRWalk	0	train	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0, 0.0]	1	9
hsa-miR-373	KLF6	miRWalk	0	train	[0.32876559714795006, 0.5915775401069518, 0.06873885918003565, 0.007909982174688057, 0.0030080213903743314]	44	204
hsa-miR-5100	SEC11A	miRWalk	0	train	[0.2676767676767677, 0.6111111111111112, 0.11616161616161616, 0.005050505050505051, 0.0]	11	18
hsa-miR-4686	ZNF346	miRWalk	0	train	[0.16666666666666666, 0.8333333333333334, 0.0, 0.0, 0.0]	1	6
hsa-miR-7-1	SGMS1	miRWalk	0	train	[0.37435897435897436, 0.558974358974359, 0.046153846153846156, 0.010256410256410256, 0.010256410256410256]	5	39
hsa-miR-3681	NOTCH2NLA	miRWalk	0	train	[0.5666666666666667, 0.43333333333333335, 0.0, 0.0, 0.0]	5	6
hsa-miR-3175	PIAS3	miRWalk	0	train	[0.3509700176366843, 0.5731922398589065, 0.0564373897707231, 0.015873015873015872, 0.003527336860670194]	9	63
hsa-miR-4708	UBE3B	miRWalk	0	train	[0.29831932773109243, 0.7016806722689075, 0.0, 0.0, 0.0]	2	119
hsa-miR-146a	PIANP	miRWalk	0	train	[0.26038781163434904, 0.7229916897506925, 0.01662049861495845, 0.0, 0.0]	361	3
hsa-miR-1268b	LUZP2	miRWalk	0	train	[0.36666666666666664, 0.6, 0.03333333333333333, 0.0, 0.0]	3	10
hsa-miR-1245a	BVES	miRWalk	0	train	[0.5891472868217055, 0.3643410852713178, 0.023255813953488372, 0.023255813953488372, 0.0]	3	43
hsa-miR-6865	NPC2	miRWalk	0	train	[0.4074074074074074, 0.5679012345679012, 0.024691358024691357, 0.0, 0.0]	1	81
hsa-miR-1914	CEP126	miRWalk	0	train	[0.46875, 0.5208333333333334, 0.010416666666666666, 0.0, 0.0]	8	12
hsa-miR-4734	PYROXD1	miRWalk	0	train	[0.6428571428571429, 0.3333333333333333, 0.023809523809523808, 0.0, 0.0]	1	42
hsa-miR-6881	CDHR2	miRWalk	0	train	[0.40625, 0.375, 0.1875, 0.03125, 0.0]	4	8
hsa-miR-31	DESI1	miRDB	0	train	[0.34349112426035505, 0.5997041420118343, 0.05029585798816568, 0.005029585798816568, 0.0014792899408284023]	52	65
hsa-miR-4316	ZBTB40	miRWalk	0	train	[0.3888888888888889, 0.6111111111111112, 0.0, 0.0, 0.0]	3	6
hsa-miR-4427	ANKH	miRWalk	0	train	[0.20224719101123595, 0.7865168539325843, 0.011235955056179775, 0.0, 0.0]	1	89
hsa-miR-4758	SFTPB	miRWalk	0	train	[0.3333333333333333, 0.6481481481481481, 0.009259259259259259, 0.009259259259259259, 0.0]	1	108
hsa-miR-4462	TAMM41	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	1	6
hsa-miR-5004	IBA57	miRWalk	0	train	[0.23809523809523808, 0.6984126984126984, 0.047619047619047616, 0.015873015873015872, 0.0]	1	63
hsa-miR-5591	RASSF5	miRWalk	0	train	[0.24444444444444444, 0.7333333333333333, 0.022222222222222223, 0.0, 0.0]	1	45
hsa-miR-7855	CDKN2D	miRWalk	0	train	[0.2681818181818182, 0.6272727272727273, 0.08636363636363636, 0.01818181818181818, 0.0]	2	110
hsa-miR-4757	ATE1	miRWalk	0	train	[0.2857142857142857, 0.6428571428571429, 0.07142857142857142, 0.0, 0.0]	1	14
hsa-miR-4286	ZNF699	miRWalk	0	train	[0.2916666666666667, 0.625, 0.08333333333333333, 0.0, 0.0]	12	8
hsa-miR-4328	ZNF366	miRWalk	0	train	[0.20833333333333334, 0.7222222222222222, 0.06944444444444445, 0.0, 0.0]	3	24
hsa-miR-654	EDA	miRWalk	0	train	[0.3685, 0.5961666666666666, 0.03233333333333333, 0.0021666666666666666, 0.0008333333333333334]	40	150
hsa-miR-6872	SGCE	miRWalk	0	train	[0.6323529411764706, 0.3382352941176471, 0.029411764705882353, 0.0, 0.0]	1	68
hsa-miR-6852	ZMYND19	miRWalk	0	train	[0.0, 0.3333333333333333, 0.5, 0.16666666666666666, 0.0]	3	2
hsa-miR-548n	IFIT2	miRWalk	0	train	[0.35714285714285715, 0.5833333333333334, 0.047619047619047616, 0.011904761904761904, 0.0]	2	42
hsa-miR-7156	ESM1	miRWalk	0	train	[0.07407407407407407, 0.6666666666666666, 0.20987654320987653, 0.030864197530864196, 0.018518518518518517]	2	81
hsa-miR-4486	METTL16	miRWalk	0	train	[0.2708333333333333, 0.6666666666666666, 0.041666666666666664, 0.020833333333333332, 0.0]	8	6
hsa-miR-1468	ADD2	miRWalk	0	train	[0.4827586206896552, 0.4827586206896552, 0.02586206896551724, 0.008620689655172414, 0.0]	4	29
hsa-miR-4266	ACVR2A	miRWalk	0	train	[0.3225806451612903, 0.6612903225806451, 0.016129032258064516, 0.0, 0.0]	1	62
hsa-miR-518d	RBBP4	miRDB	0	train	[0.2, 0.7333333333333333, 0.05555555555555555, 0.011111111111111112, 0.0]	4	45
hsa-miR-1264	TNFAIP3	miRWalk	0	train	[0.419811320754717, 0.5581761006289309, 0.01729559748427673, 0.0047169811320754715, 0.0]	3	212
hsa-miR-6131	EPG5	miRWalk	0	train	[0.3971631205673759, 0.5638297872340425, 0.031914893617021274, 0.0035460992907801418, 0.0035460992907801418]	3	94
hsa-miR-924	PRKAB2	miRWalk	0	train	[0.36, 0.64, 0.0, 0.0, 0.0]	5	5
hsa-miR-4759	SMAP1	miRWalk	0	train	[0.0, 0.8, 0.2, 0.0, 0.0]	1	5
hsa-miR-582	MAPKAPK5	miRWalk	0	train	[0.2857142857142857, 0.6263736263736264, 0.08424908424908426, 0.0, 0.003663003663003663]	42	13
hsa-miR-31	CHRNB2	miRWalk	0	train	[0.4719551282051282, 0.4983974358974359, 0.026041666666666668, 0.003205128205128205, 0.00040064102564102563]	52	96
hsa-miR-522	CDK17	miRWalk	0	train	[0.5416666666666666, 0.4166666666666667, 0.041666666666666664, 0.0, 0.0]	12	2
hsa-miR-6872	SAMD4A	miRWalk	0	train	[0.42857142857142855, 0.5714285714285714, 0.0, 0.0, 0.0]	1	28
hsa-miR-6736	CH25H	miRWalk	0	train	[0.32926829268292684, 0.5121951219512195, 0.13414634146341464, 0.012195121951219513, 0.012195121951219513]	2	41
hsa-miR-499a	POU2AF1	miRWalk	0	train	[0.36675824175824173, 0.5914835164835165, 0.039285714285714285, 0.0013736263736263737, 0.001098901098901099]	52	70
hsa-miR-335	PPP4R4	miRDB	0	train	[0.30357142857142855, 0.6674107142857143, 0.026785714285714284, 0.002232142857142857, 0.0]	112	4
hsa-miR-4673	UFSP2	miRWalk	0	train	[0.6333333333333333, 0.36666666666666664, 0.0, 0.0, 0.0]	2	30
hsa-miR-4266	SPECC1	miRWalk	0	train	[0.3617021276595745, 0.6382978723404256, 0.0, 0.0, 0.0]	1	47
hsa-miR-4257	PPP1R8	miRWalk	0	train	[0.30666666666666664, 0.64, 0.04, 0.013333333333333334, 0.0]	3	25
hsa-miR-877	TMEM108	miRWalk	0	train	[0.5089285714285714, 0.46875, 0.022321428571428572, 0.0, 0.0]	32	7
hsa-miR-8078	AP3D1	miRWalk	0	train	[0.5172413793103449, 0.4827586206896552, 0.0, 0.0, 0.0]	1	58
hsa-miR-200a	ZNF19	miRWalk	0	train	[0.42829457364341084, 0.5658914728682171, 0.005813953488372093, 0.0, 0.0]	129	4
hsa-miR-4691	RAMP3	miRWalk	0	train	[0.23076923076923078, 0.7051282051282052, 0.02564102564102564, 0.038461538461538464, 0.0]	3	26
hsa-miR-1224	GOLM1	miRWalk	0	train	[0.33652173913043476, 0.5906521739130435, 0.06021739130434783, 0.009782608695652175, 0.002826086956521739]	46	100
hsa-miR-133a	UBE2D3	miRWalk	0	train	[0.288265306122449, 0.6590136054421769, 0.04804421768707483, 0.003826530612244898, 0.0008503401360544217]	147	16
hsa-miR-1266	CHMP2B	miRWalk	0	train	[0.5379786566227244, 0.4438166980539862, 0.015065913370998116, 0.003138731952291274, 0.0]	9	177
hsa-miR-4506	BUB3	miRWalk	0	train	[0.6354166666666666, 0.34375, 0.010416666666666666, 0.010416666666666666, 0.0]	1	96
hsa-miR-346	RBPMS2	miRWalk	0	train	[0.22962962962962963, 0.725925925925926, 0.044444444444444446, 0.0, 0.0]	27	5
hsa-miR-567	RPP25	miRWalk	0	train	[0.375, 0.5769230769230769, 0.038461538461538464, 0.009615384615384616, 0.0]	13	8
hsa-miR-585	ASH1L	miRWalk	0	train	[0.5111111111111111, 0.4507936507936508, 0.03333333333333333, 0.0015873015873015873, 0.0031746031746031746]	10	63
hsa-miR-1268b	KLHL8	miRWalk	0	train	[0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]	3	2
hsa-miR-7847	ZNF592	miRWalk	0	train	[0.3870967741935484, 0.6129032258064516, 0.0, 0.0, 0.0]	1	31
hsa-miR-34c	SGCA	miRWalk	0	train	[0.37747747747747745, 0.5879279279279279, 0.03225225225225225, 0.0015315315315315315, 0.0008108108108108108]	100	111
hsa-miR-6870	EXPH5	miRWalk	0	train	[0.5, 0.42857142857142855, 0.07142857142857142, 0.0, 0.0]	2	14
hsa-miR-522	RBBP5	miRWalk	0	train	[0.3611111111111111, 0.4537037037037037, 0.14814814814814814, 0.027777777777777776, 0.009259259259259259]	12	9
hsa-miR-373	SYT2	miRWalk	0	train	[0.49177949709864605, 0.4983075435203095, 0.009429400386847196, 0.00048355899419729207, 0.0]	44	94
hsa-miR-6499	CENPU	miRWalk	0	train	[0.23214285714285715, 0.6785714285714286, 0.08035714285714286, 0.008928571428571428, 0.0]	4	28
hsa-miR-7-1	CD44	miRWalk	0	train	[0.42306610407876233, 0.5488045007032348, 0.024753867791842476, 0.001969057665260197, 0.0014064697609001407]	5	711
hsa-miR-558	FILIP1L	miRWalk	0	train	[0.40198511166253104, 0.5732009925558312, 0.019851116625310174, 0.004962779156327543, 0.0]	13	31
hsa-miR-1281	MKRN2OS	miRWalk	0	train	[0.43636363636363634, 0.5636363636363636, 0.0, 0.0, 0.0]	11	5
hsa-miR-4723	NSRP1	miRWalk	0	train	[0.5555555555555556, 0.4444444444444444, 0.0, 0.0, 0.0]	3	3
hsa-miR-216b	FMN1	miRWalk	0	train	[0.3713527851458886, 0.5915119363395226, 0.033156498673740056, 0.002652519893899204, 0.001326259946949602]	26	29
hsa-miR-134	RIMS1	miRWalk	0	train	[0.28451492537313433, 0.6693097014925373, 0.04337686567164179, 0.0009328358208955224, 0.0018656716417910447]	67	32
hsa-miR-103a	CNP	miRWalk	0	train	[0.34285714285714286, 0.6057142857142858, 0.046607142857142854, 0.0033928571428571428, 0.0014285714285714286]	80	70
hsa-miR-873	YY1AP1	miRWalk	0	train	[0.37285714285714283, 0.5707142857142857, 0.052142857142857144, 0.004285714285714286, 0.0]	40	35
hsa-miR-4722	FKBP1A	miRWalk	0	train	[0.40816326530612246, 0.45918367346938777, 0.09183673469387756, 0.030612244897959183, 0.01020408163265306]	2	49
hsa-miR-4518	FKBP1B	miRWalk	0	train	[0.8823529411764706, 0.058823529411764705, 0.058823529411764705, 0.0, 0.0]	1	17
hsa-miR-1322	TSC22D3	miRWalk	0	train	[0.35625, 0.6, 0.0375, 0.00625, 0.0]	5	64
hsa-miR-4796	CDX2	miRWalk	0	train	[0.41906474820143885, 0.4694244604316547, 0.09892086330935251, 0.007194244604316547, 0.00539568345323741]	2	278
hsa-miR-92b	TIFAB	miRWalk	0	train	[0.23846153846153847, 0.7102564102564103, 0.05128205128205128, 0.0, 0.0]	65	6
hsa-miR-567	RIMS1	miRDB;miRWalk	0	train	[0.3389423076923077, 0.6129807692307693, 0.04807692307692308, 0.0, 0.0]	13	32
hsa-miR-377	CD28	miRWalk	0	train	[0.38488472312001726, 0.5768692092221503, 0.033559577677224735, 0.003447532859297565, 0.0012389571213100624]	51	364
hsa-miR-371a	BMP8B	miRWalk	0	train	[0.17, 0.71, 0.10333333333333333, 0.013333333333333334, 0.0033333333333333335]	25	12
hsa-miR-936	PCDH11Y	miRWalk	0	train	[0.41414141414141414, 0.5151515151515151, 0.06060606060606061, 0.0, 0.010101010101010102]	11	9
hsa-miR-6783	GALNT15	miRWalk	0	train	[0.0, 0.5, 0.5, 0.0, 0.0]	2	1
hsa-miR-4497	MYMK	miRWalk	0	train	[0.3864734299516908, 0.5966183574879227, 0.016908212560386472, 0.0, 0.0]	6	69
hsa-miR-4677	SLC12A2	miRWalk	0	train	[0.45870535714285715, 0.4888392857142857, 0.04352678571428571, 0.005580357142857143, 0.0033482142857142855]	7	128
hsa-miR-6792	BEND3	miRWalk	0	train	[0.4, 0.6, 0.0, 0.0, 0.0]	1	5
hsa-miR-4481	PDP1	miRWalk	0	train	[0.43333333333333335, 0.5111111111111111, 0.044444444444444446, 0.011111111111111112, 0.0]	2	45
hsa-miR-605	VGLL3	miRDB;miRWalk	0	train	[0.36752136752136755, 0.5598290598290598, 0.06623931623931624, 0.00641025641025641, 0.0]	18	26
hsa-miR-6887	UBXN2A	miRWalk	0	train	[0.5, 0.2777777777777778, 0.16666666666666666, 0.05555555555555555, 0.0]	2	9
hsa-miR-3125	FAM120B	miRDB;miRWalk	0	train	[0.75, 0.25, 0.0, 0.0, 0.0]	2	4
hsa-miR-1301	HCFC2	miRWalk	0	train	[0.36507936507936506, 0.5238095238095238, 0.09523809523809523, 0.0, 0.015873015873015872]	21	3
hsa-miR-668	TMEM9B	miRWalk	0	train	[0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]	9	1
hsa-miR-3692	FKBP1A	miRWalk	0	train	[0.47619047619047616, 0.46258503401360546, 0.061224489795918366, 0.0, 0.0]	3	49
hsa-miR-148a	PPIP5K2	miRWalk	0	train	[0.6488095238095238, 0.3392857142857143, 0.011904761904761904, 0.0, 0.0]	126	4
hsa-miR-2467	RNF213	miRWalk	0	train	[0.4385593220338983, 0.5296610169491526, 0.029661016949152543, 0.00211864406779661, 0.0]	8	59
hsa-miR-4725	TMBIM4	miRWalk	0	train	[0.42857142857142855, 0.5238095238095238, 0.047619047619047616, 0.0, 0.0]	1	21
hsa-miR-6780b	TMEM182	miRWalk	0	train	[0.4, 0.5818181818181818, 0.01818181818181818, 0.0, 0.0]	5	11
hsa-miR-4701	PPFIA1	miRWalk	0	train	[0.2727272727272727, 0.6704545454545454, 0.056818181818181816, 0.0, 0.0]	4	22
hsa-miR-1307	RGP1	miRWalk	0	train	[0.5714285714285714, 0.42857142857142855, 0.0, 0.0, 0.0]	35	2
hsa-miR-3677	TMEM154	miRWalk	0	train	[0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]	9	1
hsa-miR-3150a	TCF4	miRWalk	0	train	[0.4911816578483245, 0.49206349206349204, 0.015873015873015872, 0.0008818342151675485, 0.0]	3	378
hsa-miR-4747	EDDM3B	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	1	1
hsa-miR-510	SPIN1	miRWalk	0	train	[0.2948717948717949, 0.5854700854700855, 0.10897435897435898, 0.004273504273504274, 0.00641025641025641]	12	39
hsa-miR-1913	PRDM7	miRWalk	0	train	[0.375, 0.5, 0.125, 0.0, 0.0]	4	2
hsa-miR-544b	NKAIN3	miRWalk	0	train	[0.5, 0.4, 0.0, 0.0, 0.1]	2	5
hsa-miR-106b	ZNF566	miRWalk	0	train	[0.12, 0.72, 0.16, 0.0, 0.0]	100	1
hsa-miR-525	DAAM2	miRWalk	0	train	[0.38271604938271603, 0.5925925925925926, 0.021164021164021163, 0.001763668430335097, 0.001763668430335097]	21	27
hsa-miR-518b	STAMBP	miRWalk	0	train	[0.3723196881091618, 0.6159844054580896, 0.011695906432748537, 0.0, 0.0]	9	57
hsa-miR-942	RTTN	miRWalk	0	train	[0.46114285714285713, 0.5265714285714286, 0.012, 0.00028571428571428574, 0.0]	35	100
hsa-miR-548q	TXNRD3	miRWalk	0	train	[0.2918918918918919, 0.6162162162162163, 0.0918918918918919, 0.0, 0.0]	5	37
hsa-miR-4687	MYZAP	miRWalk	0	train	[0.7115384615384616, 0.28846153846153844, 0.0, 0.0, 0.0]	4	13
hsa-miR-20a	DNAJB7	miRWalk	0	train	[0.27791563275434245, 0.6596951435661113, 0.05370436015597306, 0.007089684509039348, 0.0015951790145338532]	217	26
hsa-miR-1237	LBX2	miRWalk	0	train	[0.3333333333333333, 0.5, 0.16666666666666666, 0.0, 0.0]	4	6
hsa-miR-616	CSNK2A1	miRWalk	0	train	[0.2973180076628352, 0.6283524904214559, 0.06590038314176246, 0.006896551724137931, 0.0015325670498084292]	15	87
hsa-miR-5195	PPP1R14C	miRWalk	0	train	[0.3090909090909091, 0.5818181818181818, 0.08181818181818182, 0.01818181818181818, 0.00909090909090909]	11	10
hsa-miR-152	NAV1	miRWalk	0	train	[0.3614982578397213, 0.6001742160278746, 0.03048780487804878, 0.0078397212543554, 0.0]	82	14
hsa-miR-128	PAX1	miRWalk	0	train	[0.398501872659176, 0.5750668806848582, 0.02397003745318352, 0.0019261637239165329, 0.0005350454788657035]	105	89
hsa-miR-145	RBM24	miRWalk	0	train	[0.3403703703703704, 0.6061111111111112, 0.047592592592592596, 0.0044444444444444444, 0.0014814814814814814]	270	20
hsa-miR-139	ERC1	miRWalk	0	train	[0.443010752688172, 0.5125448028673835, 0.04014336917562724, 0.0014336917562724014, 0.002867383512544803]	93	15
hsa-miR-4782	CHAF1B	miRDB	0	train	[0.5113636363636364, 0.4431818181818182, 0.03409090909090909, 0.0, 0.011363636363636364]	2	44
hsa-miR-1228	ESS2	miRWalk	0	train	[0.41770833333333335, 0.5354166666666667, 0.040625, 0.00625, 0.0]	20	48
hsa-miR-6879	HERC6	miRWalk	0	train	[0.4166666666666667, 0.5833333333333334, 0.0, 0.0, 0.0]	4	3
hsa-miR-573	TBX18	miRWalk	0	train	[0.33724340175953077, 0.6363636363636364, 0.026392961876832845, 0.0, 0.0]	11	31
hsa-miR-760	SORBS2	miRWalk	0	train	[0.3972413793103448, 0.5324137931034483, 0.05655172413793103, 0.011034482758620689, 0.002758620689655172]	29	25
hsa-miR-891a	MCAM	miRWalk	0	train	[0.3871513102282333, 0.5612848689771767, 0.04142011834319527, 0.006762468300929839, 0.0033812341504649195]	7	169
hsa-miR-4742	KIAA1958	miRWalk	0	train	[0.5, 0.5, 0.0, 0.0, 0.0]	2	3
hsa-miR-1257	RNF44	miRWalk	0	train	[0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]	1	3
hsa-miR-4757	ORMDL3	miRDB;miRWalk	0	train	[0.2857142857142857, 0.6, 0.11428571428571428, 0.0, 0.0]	1	35
hsa-miR-5088	DDRGK1	miRWalk	0	train	[0.23129251700680273, 0.7278911564625851, 0.04081632653061224, 0.0, 0.0]	3	49
hsa-miR-3909	HLA-DOB	miRWalk	0	train	[0.3958333333333333, 0.5833333333333334, 0.0, 0.020833333333333332, 0.0]	2	24
hsa-miR-4677	ESCO1	miRWalk	0	train	[0.3705357142857143, 0.5401785714285714, 0.06696428571428571, 0.013392857142857142, 0.008928571428571428]	7	32
hsa-miR-508	NKAIN1	miRWalk	0	train	[0.5416666666666666, 0.4583333333333333, 0.0, 0.0, 0.0]	24	1
hsa-miR-4632	SLC25A22	miRWalk	0	train	[0.37264150943396224, 0.6179245283018868, 0.009433962264150943, 0.0, 0.0]	4	106
hsa-miR-1909	CXXC1	miRDB	0	train	[0.14583333333333334, 0.7083333333333334, 0.14583333333333334, 0.0, 0.0]	3	16
hsa-miR-6759	FAM183A	miRWalk	0	train	[1.0, 0.0, 0.0, 0.0, 0.0]	1	3
hsa-miR-1225	TNKS	miRWalk	0	train	[0.35944976076555024, 0.5436602870813397, 0.07476076555023924, 0.016148325358851676, 0.005980861244019139]	19	88
hsa-miR-6746	GINS3	miRWalk	0	train	[0.6470588235294118, 0.23529411764705882, 0.058823529411764705, 0.058823529411764705, 0.0]	1	17
hsa-miR-544b	VGLL2	miRWalk	0	train	[0.4166666666666667, 0.5, 0.08333333333333333, 0.0, 0.0]	2	6
hsa-miR-29b-1	SPZ1	miRDB	0	train	[0.30127167630057805, 0.6298265895953757, 0.06104046242774566, 0.005780346820809248, 0.0020809248554913293]	25	173
hsa-miR-6761	PTPN20	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	1	1
hsa-miR-6848	MEAF6	miRWalk	0	train	[0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]	1	9
hsa-miR-202	KYNU	miRWalk	0	train	[0.35878787878787877, 0.6090909090909091, 0.02909090909090909, 0.0022222222222222222, 0.0008080808080808081]	55	90
hsa-miR-4658	SLIT3	miRWalk	0	train	[0.6370967741935484, 0.3387096774193548, 0.016129032258064516, 0.008064516129032258, 0.0]	2	62
hsa-miR-4711	NSMAF	miRWalk	0	train	[0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.0, 0.0]	2	7
hsa-miR-214	GYPB	miRWalk	0	train	[0.3217032967032967, 0.6303571428571428, 0.04429945054945055, 0.0030906593406593405, 0.0005494505494505495]	182	80
hsa-miR-664b	TPRN	miRWalk	0	train	[0.8673469387755102, 0.08163265306122448, 0.05102040816326531, 0.0, 0.0]	14	7
hsa-miR-6851	DIABLO	miRWalk	0	train	[0.3425925925925926, 0.6388888888888888, 0.018518518518518517, 0.0, 0.0]	1	108
hsa-miR-148a	PARN	miRWalk	0	train	[0.3644179894179894, 0.605379188712522, 0.026785714285714284, 0.002755731922398589, 0.0006613756613756613]	126	144
hsa-miR-874	MTMR9	miRWalk	0	train	[0.391304347826087, 0.5565217391304348, 0.04782608695652174, 0.004347826086956522, 0.0]	46	5
hsa-miR-1295a	SUV39H1	miRWalk	0	train	[0.2727272727272727, 0.6493506493506493, 0.06493506493506493, 0.012987012987012988, 0.0]	1	77
hsa-miR-3150b	TMX1	miRWalk	0	train	[0.42105263157894735, 0.5, 0.06578947368421052, 0.013157894736842105, 0.0]	4	19
hsa-miR-4423	KDSR	miRWalk	0	train	[0.4230769230769231, 0.5705128205128205, 0.00641025641025641, 0.0, 0.0]	3	52
hsa-miR-1200	PRMT7	miRWalk	0	train	[0.4153846153846154, 0.5769230769230769, 0.007692307692307693, 0.0, 0.0]	6	65
hsa-miR-8082	PHF20L1	miRWalk	0	train	[0.2727272727272727, 0.7272727272727273, 0.0, 0.0, 0.0]	1	11
hsa-miR-6754	SIPA1L1	miRWalk	0	train	[0.37777777777777777, 0.5777777777777777, 0.022222222222222223, 0.022222222222222223, 0.0]	3	15
hsa-miR-127	SKA2	miRWalk	0	train	[0.27535211267605636, 0.6732394366197183, 0.04507042253521127, 0.004929577464788733, 0.0014084507042253522]	71	20
hsa-miR-4726	TSC22D1	miRWalk	0	train	[0.30666666666666664, 0.6266666666666667, 0.06, 0.006666666666666667, 0.0]	5	60
hsa-miR-1268a	ADAP2	miRWalk	0	train	[0.35555555555555557, 0.6, 0.044444444444444446, 0.0, 0.0]	3	15
hsa-miR-8073	KCNJ15	miRWalk	0	train	[0.09090909090909091, 0.9090909090909091, 0.0, 0.0, 0.0]	1	11
hsa-miR-6796	MTPAP	miRWalk	0	train	[0.40064102564102566, 0.5737179487179487, 0.022435897435897436, 0.0, 0.003205128205128205]	3	104
hsa-miR-887	PRICKLE3	miRDB;miRWalk	0	train	[0.14285714285714285, 0.7142857142857143, 0.0, 0.14285714285714285, 0.0]	7	1
hsa-miR-4506	CALM2	miRWalk	0	train	[0.753968253968254, 0.23809523809523808, 0.003968253968253968, 0.003968253968253968, 0.0]	1	252
hsa-miR-548ah	CCDC25	miRWalk	0	train	[0.8333333333333334, 0.08333333333333333, 0.08333333333333333, 0.0, 0.0]	3	4
